time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,0.36158391095237635,-0.892214810072751,1.5532152773935137,6.283060275618039,6.2831852367532885,0.0,1.1419947024410376e-08,-1.7916488782413902e-05,0.8722046665947125,-0.006617191321010583,-3.5231581901544985e-06,0.0,-0.5067079882220796,0.01949872992526747,900.1959184058962,899.9282063720635
0.12000000000000001,0.36158391646697535,-0.8922246312689915,1.6316562301745805,6.282623654397071,6.283185003300353,0.0,2.203113752268096e-07,-0.00039917778860685594,1.7416024883529637,-0.008630619467123013,-4.626340378773926e-06,0.0,-0.28347066829224354,0.06934060521652503,900.4073965373999,900.3260913509195
0.18,0.36158394518967957,-0.8922769927075763,1.7619982989340648,6.282206614821103,6.283184693205316,0.0,7.995531394885772e-07,-0.0014449971970544695,2.6016019494746794,-0.003785941928053919,-6.252092987611315e-06,0.0,-0.3441214503842446,0.135291841670194,899.896154908055,900.0923527855936
0.23999999999999996,0.3615840227307414,-0.8924077102798673,1.9435546382006104,6.281973455093349,6.283184250486766,0.0,1.8704809341853969e-06,-0.002958927443347925,3.4481363761501975,-0.004086887199897958,-9.631836525055371e-06,0.0,-0.4961652993682736,0.043966967193660486,899.6745949746363,899.662493714316
0.3,0.3615841848930945,-0.8926384864897436,2.175414036040696,6.281904838458278,6.2831834547696594,0.0,3.6757502954118747e-06,-0.004761970125724895,4.277802933419906,0.004175040097015752,-2.0523169999799665e-05,0.0,-0.8906868569380146,0.3033515210022467,899.3508835167316,899.6854630797017
0.36000000000000004,0.36158449328224773,-0.8929751754265148,2.4564731206770167,6.282553942742329,6.2831819610930175,0.0,6.878708403521239e-06,-0.0063589640918641525,5.08760694591483,0.021581390577729915,-3.363892368087119e-05,0.0,-0.9774200257955266,0.27434532479858315,899.2231514770388,899.927796085836
0.4200000000000001,0.3615850600723125,-0.8933721294553794,2.7854221425462984,0.0010317716653256426,6.283179727004271,0.0,1.2432346168444382e-05,-0.006566713315445831,5.873675586563894,0.03780108927116189,-4.4427557541766797e-05,0.0,-0.886478219503885,0.29111345232954383,899.1296340558495,899.7862733484747
0.48000000000000015,0.361586052614416,-0.8937072010509511,3.1607609348115693,0.0033777134997450275,6.283176884770974,0.0,2.1176013291664727e-05,-0.004148687335109785,6.633535692027363,0.0415757666275008,-5.325719705121329e-05,0.0,-0.8019673605611821,0.40256676571515937,899.3916288444337,899.5444113773502
0.5400000000000001,0.3615876816840338,-0.8938033987251717,3.5808731120741113,0.00599723554273357,6.283173504252982,0.0,3.372765359367064e-05,0.0014241420228319542,7.365785235098874,0.04752847226472391,-6.251221618340725e-05,0.0,-0.8210585451078242,0.6330621424417567,899.6863245493603,899.9273255395137
0.6000000000000002,0.36159019081500504,-0.8934646416111257,4.043998086654175,0.00892183937359814,6.2831695461612895,0.0,5.058539333960843e-05,0.010386941938531149,8.067035051722431,0.0510682434806698,-7.288104408323964e-05,0.0,-0.8690615203854707,0.8386578401534446,899.6535300822217,899.7969972091386
0.6600000000000003,0.36159385383126785,-0.8924819961381419,4.548249092515761,0.012123765809580966,6.283164976666821,0.0,7.226445849581896e-05,0.022903354895798964,8.73645561958244,0.0576027446411705,-8.271343642929339e-05,0.0,-0.8462833218419733,0.6647021168152183,899.7298615212297,899.9946927057523
0.7200000000000003,0.3615989734990269,-0.8906374084397192,5.091668758989263,0.015574968934767952,6.283159943104971,0.0,9.91881090137083e-05,0.039142300787802856,9.3725278456585,0.057354207872228585,-8.625132223224634e-05,0.0,-0.5076473810046578,0.6322988003105569,899.8764486243998,899.8668318541327
0.7800000000000004,0.3616058694042314,-0.8877076479079397,5.672251354686087,0.019030134872748405,6.283154700420621,0.0,0.000131457431034913,0.05903907005495374,9.975148154985897,0.0580457464472746,-8.963166664267347e-05,0.0,-0.4962168440923153,0.5232788488219845,900.0414365403816,900.0698746241922
0.8400000000000004,0.361614858493453,-0.8834802358709936,6.287962430697561,0.022537079838566676,6.283149287150591,0.0,0.00016893932590222025,0.08236981262601152,10.543466537542319,0.0592435338056069,-9.140019337873959e-05,0.0,-0.35892494970222893,0.5395262149952734,900.0399406076561,900.0889040626028
0.9000000000000005,0.36162624877814514,-0.8777538243188755,6.936768317635331,0.026099448348145593,6.28314379546886,0.0,0.00021145963965035647,0.10898161537503978,11.078341374268392,0.05963002611440726,-9.178370095499019e-05,0.0,-0.16716096491483443,0.7065518818677377,900.3031373715913,900.3192946392194
0.9600000000000005,0.36164033368839543,-0.8703372495129044,7.616659577870761,0.02962367584447101,6.283138275645964,0.0,0.0002587129884500707,0.13867390179678477,11.579726726566753,0.056889343257099184,-9.242374600912473e-05,0.0,-0.2159375344277924,0.6701398331172466,900.4810434304757,900.3706399333394
1.0200000000000005,0.36100009165510116,-0.86100664564935,8.327003461449365,0.035291066505885205,0.11901515654969597,0.0,-0.039859535913778034,0.17298013736069942,12.092882394580094,0.12773724377154366,0.7871712149174621,0.0,12.869156973981356,240.36650779957435,897.2264581477871,900.1006181088775
1.0800000000000005,0.35457644733645094,-0.8495046938202412,9.065589644936676,0.04295094630710228,0.1664152898209501,0.0,-0.1811803051376907,0.21137809788576456,12.521677004761237,0.12751927208562722,0.795103499898002,0.0,899.6727503365967,900.3131158969338,0.09246317447315322,0.2687074398663807
